name,datetime,temp,humidity,precip,windspeed,description
yadadri bhuvanagiri,28-09-2020,25.3,84.4,0,12.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,29-09-2020,25.6,84.4,2,13.9,Partly cloudy throughout the day with late afternoon rain.
yadadri bhuvanagiri,30-09-2020,25.1,89.8,2,14.8,Partly cloudy throughout the day with late afternoon rain.
yadadri bhuvanagiri,01-10-2020,25,86.2,1.4,15.7,Partly cloudy throughout the day with rain clearing later.
yadadri bhuvanagiri,02-10-2020,26.3,80,0,15.9,Partly cloudy throughout the day.
yadadri bhuvanagiri,03-10-2020,26.7,76.8,0,13,Partly cloudy throughout the day.
yadadri bhuvanagiri,04-10-2020,25.7,80.4,0,15.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,05-10-2020,26.1,81,0,13.6,Partly cloudy throughout the day.
yadadri bhuvanagiri,06-10-2020,26.2,76.4,0,13,Partly cloudy throughout the day.
yadadri bhuvanagiri,07-10-2020,23.9,84.2,0.3,13,Partly cloudy throughout the day with rain clearing later.
yadadri bhuvanagiri,08-10-2020,25,87,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,09-10-2020,25.4,87.9,30,9.4,Partly cloudy throughout the day with rain.
yadadri bhuvanagiri,10-10-2020,25.4,86.4,1.2,9.4,Partly cloudy throughout the day with rain.
yadadri bhuvanagiri,11-10-2020,24.1,92.7,0.7,9.4,Cloudy skies throughout the day with afternoon rain.
yadadri bhuvanagiri,12-10-2020,23.8,94.4,35,9.4,Cloudy skies throughout the day with rain.
yadadri bhuvanagiri,13-10-2020,22.8,98.4,191,29.3,Cloudy skies throughout the day with rain.
yadadri bhuvanagiri,14-10-2020,22.9,97,22,30.5,Cloudy skies throughout the day with a chance of rain throughout the day.
yadadri bhuvanagiri,15-10-2020,23.8,92.1,11,11.2,Partly cloudy throughout the day with early morning rain.
yadadri bhuvanagiri,16-10-2020,23.9,86.9,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,17-10-2020,24.3,87.9,69,14.8,Partly cloudy throughout the day with late afternoon rain.
yadadri bhuvanagiri,18-10-2020,24.8,87.7,4,10.8,Partly cloudy throughout the day with early morning rain.
yadadri bhuvanagiri,19-10-2020,24.2,90.9,14,14.5,Partly cloudy throughout the day with afternoon rain.
yadadri bhuvanagiri,20-10-2020,22.5,97.6,18,13.5,Cloudy skies throughout the day with rain.
yadadri bhuvanagiri,21-10-2020,23.6,92.5,0.5,10.7,Partly cloudy throughout the day with rain.
yadadri bhuvanagiri,22-10-2020,24.6,81.8,0.4,8.7,Partly cloudy throughout the day with rain clearing later.
yadadri bhuvanagiri,23-10-2020,24.8,74.9,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,24-10-2020,23.7,77.1,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,25-10-2020,24.2,76.6,0,9.4,Becoming cloudy in the afternoon.
yadadri bhuvanagiri,26-10-2020,24.8,68.5,0,10,Partly cloudy throughout the day.
yadadri bhuvanagiri,27-10-2020,23.3,70.7,0,12.3,Partly cloudy throughout the day.
yadadri bhuvanagiri,28-10-2020,22.6,73.9,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,29-10-2020,23.3,77.3,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,30-10-2020,24.6,74.9,0,12.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,31-10-2020,24.3,71.1,0,12.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,01-11-2020,23.3,67.9,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,02-11-2020,24.9,71.3,0,11.8,Clear conditions throughout the day.
yadadri bhuvanagiri,03-11-2020,24.9,71.5,0,12.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,04-11-2020,24.3,57.2,0,11.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,05-11-2020,23.7,53.5,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,06-11-2020,23.7,72.8,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,07-11-2020,24.7,78.8,0,11.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,08-11-2020,23.6,64.4,0,10.7,Clear conditions throughout the day.
yadadri bhuvanagiri,09-11-2020,21.9,53.1,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,10-11-2020,21.1,55.7,0,13,Clear conditions throughout the day.
yadadri bhuvanagiri,11-11-2020,22.2,68.4,0.3,13,Clear conditions throughout the day with late afternoon rain.
yadadri bhuvanagiri,12-11-2020,23.5,79.9,0.8,12.5,Partly cloudy throughout the day with rain clearing later.
yadadri bhuvanagiri,13-11-2020,24.1,82.7,0,10.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,14-11-2020,24.6,77.8,0,8.9,Partly cloudy throughout the day.
yadadri bhuvanagiri,15-11-2020,24.2,74.9,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,16-11-2020,24.5,75.9,0,16.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,17-11-2020,24.5,64.7,0,15.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,18-11-2020,24.3,79,0,10.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,19-11-2020,24.8,81,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,20-11-2020,24.3,72.1,0,8.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,21-11-2020,24.5,69.6,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,22-11-2020,24.2,79,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,23-11-2020,23,71.1,0,10,Partly cloudy throughout the day.
yadadri bhuvanagiri,24-11-2020,22.1,65.4,0,12.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,25-11-2020,22.6,71.9,0,16.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,26-11-2020,21.6,85.4,0.5,19.5,Cloudy skies throughout the day with early morning rain.
yadadri bhuvanagiri,27-11-2020,19.3,92.8,3.6,15.5,Cloudy skies throughout the day with rain.
yadadri bhuvanagiri,28-11-2020,20.1,92.8,0.2,20.5,Partly cloudy throughout the day with morning rain.
yadadri bhuvanagiri,29-11-2020,22.6,86.5,0,12.3,Partly cloudy throughout the day.
yadadri bhuvanagiri,30-11-2020,23.1,79.2,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,01-12-2020,22.3,76.8,0,8.9,Clearing in the afternoon.
yadadri bhuvanagiri,02-12-2020,22.2,69.1,0,13.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,03-12-2020,21.8,79.5,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,04-12-2020,22.1,77.5,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,05-12-2020,21.6,68.2,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,06-12-2020,21.7,67.9,0,8.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,07-12-2020,22.5,74.1,0,11.8,Clear conditions throughout the day.
yadadri bhuvanagiri,08-12-2020,21.8,65,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,09-12-2020,21.8,62,0,10,Clear conditions throughout the day.
yadadri bhuvanagiri,10-12-2020,22.4,63.7,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,11-12-2020,22.2,65.6,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,12-12-2020,21.7,76,0,7.6,Clear conditions throughout the day.
yadadri bhuvanagiri,13-12-2020,21.8,73.5,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,14-12-2020,21.9,69,0,11.4,Clear conditions throughout the day.
yadadri bhuvanagiri,15-12-2020,21.7,76.5,0,13,Clear conditions throughout the day.
yadadri bhuvanagiri,16-12-2020,21.9,81.1,0,9.4,Clearing in the afternoon.
yadadri bhuvanagiri,17-12-2020,22.3,75.6,0,12.7,Clear conditions throughout the day.
yadadri bhuvanagiri,18-12-2020,22.4,76.7,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,19-12-2020,21.4,71,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,20-12-2020,20.6,64.9,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,21-12-2020,19.9,50.8,0,12.5,Clear conditions throughout the day.
yadadri bhuvanagiri,22-12-2020,19.6,51.9,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,23-12-2020,19.8,65.9,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,24-12-2020,20.4,71.7,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,25-12-2020,19.8,80.5,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,26-12-2020,20.3,77.2,0,10,Clear conditions throughout the day.
yadadri bhuvanagiri,27-12-2020,20.9,71.6,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,28-12-2020,21.1,72.6,0,7.6,Clear conditions throughout the day.
yadadri bhuvanagiri,29-12-2020,21.2,77.1,0,7.6,Clear conditions throughout the day.
yadadri bhuvanagiri,30-12-2020,21.2,78.6,0,8.5,Clear conditions throughout the day.
yadadri bhuvanagiri,31-12-2020,21.2,84.1,0,7.6,Partly cloudy throughout the day.
yadadri bhuvanagiri,01-01-2021,21,82.7,0,9.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,02-01-2021,20.7,78.3,0,10,Clear conditions throughout the day.
yadadri bhuvanagiri,03-01-2021,20.6,77.2,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,04-01-2021,21.4,70.3,0,16.3,Clear conditions throughout the day.
yadadri bhuvanagiri,05-01-2021,22.8,75.6,0,9,Partly cloudy throughout the day.
yadadri bhuvanagiri,06-01-2021,22.2,86.1,0.5,8.8,Partly cloudy throughout the day with late afternoon rain.
yadadri bhuvanagiri,07-01-2021,22.8,77.9,0.2,11.8,Partly cloudy throughout the day with morning rain.
yadadri bhuvanagiri,08-01-2021,23.7,79,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,09-01-2021,23.5,71.8,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,10-01-2021,23.8,67.5,0,10.5,Partly cloudy throughout the day.
yadadri bhuvanagiri,11-01-2021,22.7,66.4,0,10,Partly cloudy throughout the day.
yadadri bhuvanagiri,12-01-2021,23.7,68.8,0,12.3,Partly cloudy throughout the day.
yadadri bhuvanagiri,13-01-2021,23.6,67.1,0,8.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,14-01-2021,23.6,69.5,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,15-01-2021,23,72.5,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,16-01-2021,23.1,72.5,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,17-01-2021,23,71.1,0,13.6,Clear conditions throughout the day.
yadadri bhuvanagiri,18-01-2021,22.7,72,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,19-01-2021,22.9,66.7,0,11.8,Clear conditions throughout the day.
yadadri bhuvanagiri,20-01-2021,23.2,62.4,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,21-01-2021,23.7,64.4,0,7.6,Clear conditions throughout the day.
yadadri bhuvanagiri,22-01-2021,24.2,69.7,0,8.9,Partly cloudy throughout the day.
yadadri bhuvanagiri,23-01-2021,23.7,70.5,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,24-01-2021,24.1,70.4,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,25-01-2021,24.3,65.8,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,26-01-2021,24.5,66.8,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,27-01-2021,23.9,71.8,0,13.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,28-01-2021,23.2,73.4,0,12.3,Partly cloudy throughout the day.
yadadri bhuvanagiri,29-01-2021,23.6,67.6,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,30-01-2021,23.7,71,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,31-01-2021,23.1,76.1,0,10,Partly cloudy throughout the day.
yadadri bhuvanagiri,01-02-2021,22.4,77.6,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,02-02-2021,21.9,68.4,0,11.6,Partly cloudy throughout the day.
yadadri bhuvanagiri,03-02-2021,22.1,59.6,0,10.8,Clear conditions throughout the day.
yadadri bhuvanagiri,04-02-2021,22,54.2,0,12.7,Clear conditions throughout the day.
yadadri bhuvanagiri,05-02-2021,21.8,56.5,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,06-02-2021,22.8,56.6,0,10.7,Clear conditions throughout the day.
yadadri bhuvanagiri,07-02-2021,22.2,57.1,0,11.6,Clear conditions throughout the day.
yadadri bhuvanagiri,08-02-2021,21.5,55.7,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,09-02-2021,22.4,53.6,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,10-02-2021,22.6,58.4,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,11-02-2021,22.5,60.6,0,13.7,Clearing in the afternoon.
yadadri bhuvanagiri,12-02-2021,22.4,60.5,0,13.3,Clearing in the afternoon.
yadadri bhuvanagiri,13-02-2021,22.8,60.9,0,13.9,Clear conditions throughout the day.
yadadri bhuvanagiri,14-02-2021,23.6,56.9,0,11.5,Clear conditions throughout the day.
yadadri bhuvanagiri,15-02-2021,24.7,49.7,0,10.9,Clear conditions throughout the day.
yadadri bhuvanagiri,16-02-2021,24.9,51.2,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,17-02-2021,24.3,49.4,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,18-02-2021,23,60.2,0,16.6,Partly cloudy throughout the day.
yadadri bhuvanagiri,19-02-2021,21,82.2,1,14.8,Partly cloudy throughout the day with early morning rain.
yadadri bhuvanagiri,20-02-2021,22.3,72.9,0.6,13.6,Partly cloudy throughout the day with rain.
yadadri bhuvanagiri,21-02-2021,22.8,72.7,0,12.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,22-02-2021,24.1,70,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,23-02-2021,24.6,59.8,0,7.6,Clear conditions throughout the day.
yadadri bhuvanagiri,24-02-2021,24,54.3,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,25-02-2021,24.1,53.7,0,11.8,Clear conditions throughout the day.
yadadri bhuvanagiri,26-02-2021,24.9,50.6,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,27-02-2021,25.1,44.8,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,28-02-2021,25.2,45.5,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,01-03-2021,25.3,48.6,0,11.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,02-03-2021,25.3,56.6,0,9.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,03-03-2021,26,51.6,0,10.9,Clear conditions throughout the day.
yadadri bhuvanagiri,04-03-2021,26.5,44.6,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,05-03-2021,27,37.2,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,06-03-2021,27.1,38.6,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,07-03-2021,27.8,41.1,0,9.6,Clear conditions throughout the day.
yadadri bhuvanagiri,08-03-2021,27.3,53.1,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,09-03-2021,26.4,60.2,0,8.2,Clear conditions throughout the day.
yadadri bhuvanagiri,10-03-2021,26.9,57.5,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,11-03-2021,27,50.5,0,8.7,Clear conditions throughout the day.
yadadri bhuvanagiri,12-03-2021,27.1,53.4,0,11.3,Clear conditions throughout the day.
yadadri bhuvanagiri,13-03-2021,25.3,39.2,0,10,Clear conditions throughout the day.
yadadri bhuvanagiri,14-03-2021,26.6,41.3,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,15-03-2021,27.2,39,0,9.8,Clear conditions throughout the day.
yadadri bhuvanagiri,16-03-2021,27.7,46.4,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,17-03-2021,27.8,50.2,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,18-03-2021,27.6,53.7,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,19-03-2021,27,45,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,20-03-2021,26.7,50.3,0,13.6,Clear conditions throughout the day.
yadadri bhuvanagiri,21-03-2021,27.1,45.9,0,10.5,Clear conditions throughout the day.
yadadri bhuvanagiri,22-03-2021,27.6,52.7,0,10.9,Partly cloudy throughout the day.
yadadri bhuvanagiri,23-03-2021,28.3,50.8,0,15.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,24-03-2021,28.7,44.9,0,11.6,Partly cloudy throughout the day.
yadadri bhuvanagiri,25-03-2021,29.2,47.9,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,26-03-2021,29.1,50.3,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,27-03-2021,29.9,42.3,0,11.6,Partly cloudy throughout the day.
yadadri bhuvanagiri,28-03-2021,29.9,44.2,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,29-03-2021,30.4,44.6,0,9.4,Clear conditions throughout the day.
yadadri bhuvanagiri,30-03-2021,30.1,42.5,0,17,Partly cloudy throughout the day.
yadadri bhuvanagiri,31-03-2021,29.1,29.7,0,17.2,Clear conditions throughout the day.
yadadri bhuvanagiri,01-04-2021,28.8,32.8,0,13.4,Clear conditions throughout the day.
yadadri bhuvanagiri,02-04-2021,29.5,34.1,0,15.4,Clear conditions throughout the day.
yadadri bhuvanagiri,03-04-2021,31.3,28.9,0,11.2,Clear conditions throughout the day.
yadadri bhuvanagiri,04-04-2021,29.8,49,0,10,Clear conditions throughout the day.
yadadri bhuvanagiri,05-04-2021,29.3,68.8,0,12.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,06-04-2021,29.9,63.5,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,07-04-2021,29.6,56.1,0,9.4,Partly cloudy throughout the day.
yadadri bhuvanagiri,08-04-2021,29.3,46.9,0,10.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,09-04-2021,29.9,51.4,0,10.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,10-04-2021,29.2,54.8,0,13,Partly cloudy throughout the day.
yadadri bhuvanagiri,11-04-2021,27.9,63.6,0,15.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,12-04-2021,27.5,66.7,13,13,Partly cloudy throughout the day with afternoon rain.
yadadri bhuvanagiri,13-04-2021,28.6,61.9,0,15.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,14-04-2021,26.4,67.3,6,17.3,Partly cloudy throughout the day with rain clearing later.
yadadri bhuvanagiri,15-04-2021,26.6,65.7,0,14.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,16-04-2021,29,56,0,12.7,Partly cloudy throughout the day.
yadadri bhuvanagiri,17-04-2021,30.2,56.6,0,9.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,18-04-2021,29.9,52.8,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,19-04-2021,30.6,50.8,0,14.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,20-04-2021,29.4,54.7,5,15.2,Partly cloudy throughout the day with late afternoon rain.
yadadri bhuvanagiri,21-04-2021,30.3,57.5,0.3,14.7,Partly cloudy throughout the day with morning rain.
yadadri bhuvanagiri,22-04-2021,29.2,62.3,0.4,14.4,Partly cloudy throughout the day with morning rain.
yadadri bhuvanagiri,23-04-2021,29,55.7,1,15.5,Partly cloudy throughout the day with late afternoon rain.
yadadri bhuvanagiri,24-04-2021,29.7,51.9,3,11.2,Partly cloudy throughout the day with early morning rain.
yadadri bhuvanagiri,25-04-2021,30.1,51.4,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,26-04-2021,30.6,41.6,0,8.9,Partly cloudy throughout the day.
yadadri bhuvanagiri,27-04-2021,31.3,37.4,0,22.3,Partly cloudy throughout the day.
yadadri bhuvanagiri,28-04-2021,31.3,38.2,0,9.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,29-04-2021,31,43.2,0,11.9,Partly cloudy throughout the day.
yadadri bhuvanagiri,30-04-2021,30.1,48.5,0,14.8,Partly cloudy throughout the day.
yadadri bhuvanagiri,01-05-2021,31.2,50.7,0.1,23,Partly cloudy throughout the day with afternoon rain.
yadadri bhuvanagiri,02-05-2021,29.9,53.3,0,16.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,03-05-2021,27.9,69.5,4,14.8,Partly cloudy throughout the day with afternoon rain.
yadadri bhuvanagiri,04-05-2021,28.1,69.6,2,12.1,Partly cloudy throughout the day with afternoon rain.
yadadri bhuvanagiri,05-05-2021,28.5,67.8,0.9,9.2,Becoming cloudy in the afternoon with afternoon rain.
yadadri bhuvanagiri,06-05-2021,30,61.5,0.1,11.2,Partly cloudy throughout the day with morning rain.
yadadri bhuvanagiri,07-05-2021,30.2,61.7,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,08-05-2021,30.6,59.4,0,11.2,Partly cloudy throughout the day.
yadadri bhuvanagiri,09-05-2021,31.5,56.9,0,10.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,10-05-2021,31.1,64.1,0,10.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,11-05-2021,30.8,66.5,0,16.1,Partly cloudy throughout the day.
yadadri bhuvanagiri,12-05-2021,30.6,61.2,0,13,Partly cloudy throughout the day.
yadadri bhuvanagiri,13-05-2021,29.9,65.8,7,18.4,Partly cloudy throughout the day with early morning rain.
yadadri bhuvanagiri,14-05-2021,29.5,75.1,1.1,13,Partly cloudy throughout the day with rain.
Adilabad,14-05-2020,34.9,34.6,0,15.1,Partly cloudy throughout the day.
Adilabad,15-05-2020,35.5,35.6,0,15.5,Partly cloudy throughout the day.
Adilabad,16-05-2020,35.7,35.6,1.5,13,Becoming cloudy in the afternoon with rain in the morning and afternoon.
Adilabad,17-05-2020,35.3,37.2,0.7,17.3,Partly cloudy throughout the day with early morning rain.
Adilabad,18-05-2020,36.2,32.1,0,15.8,Partly cloudy throughout the day.
Adilabad,19-05-2020,35.7,28.2,0,29.5,Partly cloudy throughout the day.
Adilabad,20-05-2020,35.2,22.5,0,23.4,Partly cloudy throughout the day.
Adilabad,21-05-2020,34.8,14.6,0,29.9,Partly cloudy throughout the day.
Adilabad,22-05-2020,35.3,16.9,0,31.3,Partly cloudy throughout the day.
Adilabad,23-05-2020,36.8,18.2,0,16.2,Partly cloudy throughout the day.
Adilabad,24-05-2020,37.5,22.7,0,10.8,Partly cloudy throughout the day.
Adilabad,25-05-2020,38.1,21.8,0,13.7,Partly cloudy throughout the day.
Adilabad,26-05-2020,38.3,28.9,0,15.8,Partly cloudy throughout the day.
Adilabad,27-05-2020,38.9,22.5,0,13,Partly cloudy throughout the day.
Adilabad,28-05-2020,37.9,20.8,0,22.7,Partly cloudy throughout the day.
Adilabad,29-05-2020,37.7,25.9,0.4,22,Partly cloudy throughout the day with late afternoon rain.
Adilabad,30-05-2020,33.9,40.2,3.7,19.8,Partly cloudy throughout the day with rain clearing later.
Adilabad,31-05-2020,33.5,45.5,7.6,15.5,Partly cloudy throughout the day with rain.
Adilabad,01-06-2020,29.5,66.6,8.4,13.7,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,02-06-2020,29.1,66.6,7.1,14.4,Cloudy skies throughout the day with rain.
Adilabad,03-06-2020,27.9,73.1,5.6,23,Cloudy skies throughout the day with rain.
Adilabad,04-06-2020,29.9,60.5,0,37.4,Partly cloudy throughout the day.
Adilabad,05-06-2020,30.8,55.4,0,16.9,Partly cloudy throughout the day.
Adilabad,06-06-2020,31.4,55.4,0,18,Partly cloudy throughout the day.
Adilabad,07-06-2020,31.6,51.9,0,19.8,Partly cloudy throughout the day.
Adilabad,08-06-2020,32,48.4,0,27.4,Partly cloudy throughout the day.
Adilabad,09-06-2020,32,47.6,7.2,24.5,Partly cloudy throughout the day with rain.
Adilabad,10-06-2020,30.3,66.5,16.6,23,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,11-06-2020,28.5,76.6,17.8,27.4,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,12-06-2020,26.6,80,12.2,20.5,Cloudy skies throughout the day with a chance of rain throughout the day.
Adilabad,13-06-2020,27.3,79.7,0.5,17.6,Cloudy skies throughout the day with rain.
Adilabad,14-06-2020,28.1,76.1,5,22,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,15-06-2020,27.9,81.1,9.8,19.8,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,16-06-2020,28.3,78.4,15.7,23.8,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,17-06-2020,28.5,73.7,1.9,21.2,Partly cloudy throughout the day with rain clearing later.
Adilabad,18-06-2020,27.8,77.4,15.8,27.4,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,19-06-2020,28.9,73.7,2.5,25.6,Partly cloudy throughout the day with rain clearing later.
Adilabad,20-06-2020,28.4,74.3,10,24.8,Cloudy skies throughout the day with rain.
Adilabad,21-06-2020,27.4,78.7,4.7,32,Partly cloudy throughout the day with rain clearing later.
Adilabad,22-06-2020,27.2,79.3,5.2,25.9,Cloudy skies throughout the day with rain.
Adilabad,23-06-2020,27.7,78.4,2.5,21.2,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,24-06-2020,29.5,72.5,2,10.4,Partly cloudy throughout the day with rain.
Adilabad,25-06-2020,30.1,67.7,0.2,19.4,Partly cloudy throughout the day with early morning rain.
Adilabad,26-06-2020,29.4,69.3,0,17.6,Partly cloudy throughout the day.
Adilabad,27-06-2020,29.6,72.3,3.1,15.8,Partly cloudy throughout the day with rain.
Adilabad,28-06-2020,28.7,77.4,4.1,8.6,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,29-06-2020,27.1,84.8,9.5,17.3,Cloudy skies throughout the day with rain.
Adilabad,30-06-2020,28.4,77,6.8,10.8,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,01-07-2020,28.7,78.7,6.8,12.6,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,02-07-2020,28.3,80,5.2,20.2,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,03-07-2020,27,84.8,12.5,23.4,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,04-07-2020,26.3,83.7,8.3,25.2,Cloudy skies throughout the day with a chance of rain throughout the day.
Adilabad,05-07-2020,26,85.4,22.2,31,Cloudy skies throughout the day with a chance of rain throughout the day.
Adilabad,06-07-2020,26.3,83.8,1.3,22.7,Cloudy skies throughout the day with rain clearing later.
Adilabad,07-07-2020,27.7,77.8,0.4,24.5,Partly cloudy throughout the day with late afternoon rain.
Adilabad,08-07-2020,28.3,75,0.6,18.4,Partly cloudy throughout the day with early morning rain.
Adilabad,09-07-2020,27.5,80.6,15.5,16.6,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,10-07-2020,26.3,87.2,13.7,24.1,Cloudy skies throughout the day with a chance of rain throughout the day.
Adilabad,11-07-2020,27.6,80.3,3.2,19.1,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,12-07-2020,27.7,79.6,6.9,21.6,Partly cloudy throughout the day with a chance of rain throughout the day.
Adilabad,13-07-2020,26.4,87,8.5,14.8,Cloudy skies throughout the day with rain clearing later.
