name,datetime,temp,humidity,precip,windspeed,description
khammam,19-06-2020,30.7,67,0.3,25.6,Partly cloudy throughout the day with rain.
khammam,20-06-2020,31,68.9,1,28.4,Cloudy skies throughout the day with rain.
khammam,21-06-2020,28.4,80.4,14.1,24.8,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,22-06-2020,28.9,75.9,8.1,24.1,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,23-06-2020,30.4,69.8,6.4,24.1,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,24-06-2020,31.2,69.2,3.3,15.1,Partly cloudy throughout the day with rain.
khammam,25-06-2020,30,76.1,2.7,14.4,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,26-06-2020,29.5,76.3,0.1,13.7,Partly cloudy throughout the day with early morning rain.
khammam,27-06-2020,30.1,74.8,0.9,14.8,Partly cloudy throughout the day with rain.
khammam,28-06-2020,30.3,76.2,2.6,11.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,29-06-2020,29.2,83.5,8.5,10.4,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,30-06-2020,29.1,81.4,2.1,11.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,01-07-2020,29.4,77.7,4.3,14.8,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,02-07-2020,28.7,75.9,7,26.3,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,03-07-2020,28.8,78,17,23,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,04-07-2020,27.4,84.7,19.8,26.3,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,05-07-2020,28.1,80.4,18.1,29.2,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,06-07-2020,28.5,79.5,4.2,18.7,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,07-07-2020,29.3,77.1,3.6,19.1,Cloudy skies throughout the day with rain.
khammam,08-07-2020,29.2,79,27,14.4,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,09-07-2020,26.9,87.4,31.1,17.6,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,10-07-2020,28.3,82.2,6.2,17.3,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,11-07-2020,28.3,83.1,6.7,22.3,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,12-07-2020,29,79.5,9.9,22.3,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,13-07-2020,27.8,86.7,13.9,11.5,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,14-07-2020,26.7,90.3,18.1,14,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,15-07-2020,27,88.5,28.6,17.3,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,16-07-2020,26.6,86,8.3,26.6,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,17-07-2020,28.6,78.4,4.5,18.7,Partly cloudy throughout the day with rain.
khammam,18-07-2020,28.2,84.3,4.8,9.7,Partly cloudy throughout the day with early morning rain.
khammam,19-07-2020,28,86.5,10.6,18.7,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,20-07-2020,28.1,87.4,17.2,13.7,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,21-07-2020,28.5,85.3,1.9,17.6,Cloudy skies throughout the day with rain.
khammam,22-07-2020,27.9,87.8,1.8,16.6,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,23-07-2020,26.8,86.5,9.1,15.5,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,24-07-2020,27.3,86.8,6.2,14.8,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,25-07-2020,27.5,87,0.9,10.8,Partly cloudy throughout the day with rain clearing later.
khammam,26-07-2020,28.2,83.2,2.4,9,Partly cloudy throughout the day with rain.
khammam,27-07-2020,28.4,82.2,0.8,21.6,Partly cloudy throughout the day with rain.
khammam,28-07-2020,28.6,83.9,6.5,7.6,Cloudy skies throughout the day with rain.
khammam,29-07-2020,28.6,83.1,4.2,9,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,30-07-2020,28.7,82.2,2.6,11.9,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,31-07-2020,28.6,84.6,5.1,12.6,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,01-08-2020,28,88.2,10.5,13.3,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,02-08-2020,28.6,84.7,3.5,16.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,03-08-2020,27.2,88,9.4,26.3,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,04-08-2020,27,85.6,3.5,32.8,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,05-08-2020,26.9,86.7,1.7,29.2,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,06-08-2020,28.6,82.7,0,22.7,Partly cloudy throughout the day.
khammam,07-08-2020,28.7,83.5,0,19.1,Partly cloudy throughout the day.
khammam,08-08-2020,28.3,84,0,24.5,Partly cloudy throughout the day.
khammam,09-08-2020,27.1,88.3,11.2,23.4,Cloudy skies throughout the day with rain.
khammam,10-08-2020,27.5,84.9,7.8,27.4,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,11-08-2020,28,83,9.3,24.8,Partly cloudy throughout the day with rain.
khammam,12-08-2020,26.7,89.9,31.2,25.2,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,13-08-2020,26.3,90.2,20.8,28.8,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,14-08-2020,26.4,88.3,8.1,25.9,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,15-08-2020,26.1,90.9,34.3,26.3,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,16-08-2020,26.6,88.5,9.8,25.2,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,17-08-2020,27.5,86,5.1,25.2,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,18-08-2020,28,85.8,5.6,24.1,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,19-08-2020,27.3,88.7,13.1,20.5,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,20-08-2020,27,90.2,14,28.1,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,21-08-2020,27.6,86.7,2.9,22.3,Cloudy skies throughout the day with rain.
khammam,22-08-2020,27.4,88.4,9.1,18.4,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,23-08-2020,27.9,88.1,5,14.8,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,24-08-2020,27.8,86.6,1.9,18,Partly cloudy throughout the day with rain clearing later.
khammam,25-08-2020,27.1,90.3,3.2,12.2,Cloudy skies throughout the day with rain.
khammam,26-08-2020,26.9,91.4,4.7,11.9,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,27-08-2020,26.7,90.2,2.1,22.7,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,28-08-2020,28.1,84.1,0,15.8,Cloudy skies throughout the day.
khammam,29-08-2020,27.9,85,1.2,14.4,Partly cloudy throughout the day with rain clearing later.
khammam,30-08-2020,28.2,84.5,0.2,12.2,Partly cloudy throughout the day with rain in the morning and afternoon.
khammam,31-08-2020,28.2,85.1,0,15.1,Partly cloudy throughout the day.
khammam,01-09-2020,28,88.4,3.3,12.6,Partly cloudy throughout the day with rain.
khammam,02-09-2020,27.9,87.1,6.9,10.4,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,03-09-2020,28,83.9,4.2,9.7,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,04-09-2020,27.7,88.3,0,11.5,Partly cloudy throughout the day.
khammam,05-09-2020,28.4,84.1,0.3,10.8,Partly cloudy throughout the day with afternoon rain.
khammam,06-09-2020,28.1,85.2,0.7,9.4,Partly cloudy throughout the day with rain clearing later.
khammam,07-09-2020,28.2,84.5,0,8.3,Partly cloudy throughout the day.
khammam,08-09-2020,28.3,84.6,0,7.9,Partly cloudy throughout the day.
khammam,09-09-2020,28.6,84.5,0.5,7.9,Partly cloudy throughout the day with late afternoon rain.
khammam,10-09-2020,27.6,88.2,1.7,9,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,11-09-2020,27.6,86.7,1.7,12.2,Partly cloudy throughout the day with rain.
khammam,12-09-2020,27.1,86.2,15.7,12.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,13-09-2020,26.4,91.6,39.8,20.2,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,14-09-2020,27.1,92,22.8,24.5,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,15-09-2020,26.8,91.7,23.2,9,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,16-09-2020,27.8,88.3,9.2,9,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,17-09-2020,27.9,90.1,17.1,12.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,18-09-2020,27.7,88.1,9,15.1,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,19-09-2020,27.2,91.4,8.7,11.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,20-09-2020,27.1,90.4,10.3,14.4,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,21-09-2020,26.3,91.6,4.4,21.6,Partly cloudy throughout the day with rain clearing later.
khammam,22-09-2020,26.7,87,0.9,20.5,Cloudy skies throughout the day with rain.
khammam,23-09-2020,27.4,82.9,0,19.4,Partly cloudy throughout the day.
khammam,24-09-2020,27.9,83.5,0.3,16.6,Partly cloudy throughout the day with early morning rain.
khammam,25-09-2020,27.7,88.4,24.9,21.6,Partly cloudy throughout the day with rain.
khammam,26-09-2020,26.4,93.5,37,28.4,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,27-09-2020,26.4,89,0,25.6,Partly cloudy throughout the day.
khammam,28-09-2020,26.9,87.3,0,12.2,Partly cloudy throughout the day.
khammam,29-09-2020,26.9,91.3,14,10.8,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,30-09-2020,26.4,92.1,6.8,16.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,01-10-2020,26.2,90.7,2,15.8,Cloudy skies throughout the day with rain clearing later.
khammam,02-10-2020,27.2,87.5,0,18.4,Partly cloudy throughout the day.
khammam,03-10-2020,27.4,86.8,0.3,15.8,Partly cloudy throughout the day with late afternoon rain.
khammam,04-10-2020,26.6,90.1,0.9,16.9,Partly cloudy throughout the day with rain clearing later.
khammam,05-10-2020,26.3,88.6,0.2,17.6,Partly cloudy throughout the day with early morning rain.
khammam,06-10-2020,26.4,90.2,19.5,15.1,Partly cloudy throughout the day with rain.
khammam,07-10-2020,25.5,88.5,25.3,16.9,Partly cloudy throughout the day with rain clearing later.
khammam,08-10-2020,26.6,87.9,6.1,10.4,Partly cloudy throughout the day with rain.
khammam,09-10-2020,27.5,86.7,3.7,7.9,Partly cloudy throughout the day with rain.
khammam,10-10-2020,27.5,86.4,2.8,7.6,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,11-10-2020,27,87.2,17.6,9.4,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,12-10-2020,26.3,90.8,31.5,16.6,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,13-10-2020,26.4,94.3,46.1,21.6,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,14-10-2020,26.9,90.1,6.3,15.5,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,15-10-2020,26.6,90.7,21.3,10.8,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,16-10-2020,27.1,88.9,5.1,7.2,Partly cloudy throughout the day with rain.
khammam,17-10-2020,27.3,89.8,4.5,11.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,18-10-2020,26.8,90.2,1.9,10.1,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,19-10-2020,26.7,89.1,12.4,12.2,Partly cloudy throughout the day with rain.
khammam,20-10-2020,26,92.1,12.4,16.6,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,21-10-2020,26.5,89.8,1.1,14.8,Partly cloudy throughout the day with early morning rain.
khammam,22-10-2020,27.4,87,0.2,10.1,Partly cloudy throughout the day with early morning rain.
khammam,23-10-2020,27.1,88.5,0,12.2,Partly cloudy throughout the day.
khammam,24-10-2020,27.4,82.2,0.7,11.2,Partly cloudy throughout the day with rain in the morning and afternoon.
khammam,25-10-2020,27.3,83.2,0,10.4,Partly cloudy throughout the day.
khammam,26-10-2020,26.4,84.6,0,10.8,Partly cloudy throughout the day.
khammam,27-10-2020,26.4,85,0,13.7,Partly cloudy throughout the day.
khammam,28-10-2020,25.3,83.6,0,12.6,Partly cloudy throughout the day.
khammam,29-10-2020,25.5,79.2,0,9,Clearing in the afternoon.
khammam,30-10-2020,25.9,76.7,0,9.7,Partly cloudy throughout the day.
khammam,31-10-2020,25.7,82.2,0,9.4,Partly cloudy throughout the day.
khammam,01-11-2020,25.5,83.7,0,12.6,Partly cloudy throughout the day.
khammam,02-11-2020,26.7,81.8,0,11.9,Partly cloudy throughout the day.
khammam,03-11-2020,26.4,86.9,0.9,10.4,Partly cloudy throughout the day with rain.
khammam,04-11-2020,25.8,90,3.5,10.8,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,05-11-2020,25.7,87.2,12,12.2,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,06-11-2020,26.3,89.7,6.5,16.6,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,07-11-2020,25.8,86.5,0,14.8,Partly cloudy throughout the day.
khammam,08-11-2020,25.3,84.9,0,12.2,Partly cloudy throughout the day.
khammam,09-11-2020,22.2,79.1,0,11.2,Partly cloudy throughout the day.
khammam,10-11-2020,21.8,80.4,0,11.2,Partly cloudy throughout the day.
khammam,11-11-2020,23.8,86.7,4.5,21.2,Partly cloudy throughout the day with rain.
khammam,12-11-2020,25.7,91.2,6.9,23,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,13-11-2020,25.5,88.7,1.1,20.2,Partly cloudy throughout the day with rain clearing later.
khammam,14-11-2020,24.8,87.1,0,15.8,Clear conditions throughout the day.
khammam,15-11-2020,25.4,89.2,9.3,23,Partly cloudy throughout the day with rain.
khammam,16-11-2020,25.7,88.7,1.7,22,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,17-11-2020,25.2,87.7,0.4,18.7,Partly cloudy throughout the day with early morning rain.
khammam,18-11-2020,25.1,86,0,12.2,Becoming cloudy in the afternoon.
khammam,19-11-2020,25.2,86.6,0,10.4,Partly cloudy throughout the day.
khammam,20-11-2020,25.7,83.3,0,9,Clearing in the afternoon.
khammam,21-11-2020,25.7,82.2,0,9,Partly cloudy throughout the day.
khammam,22-11-2020,25.2,86.3,1.4,11.5,Cloudy skies throughout the day with rain.
khammam,23-11-2020,25.3,89.6,1.4,18.7,Partly cloudy throughout the day with rain clearing later.
khammam,24-11-2020,24.7,86.1,0,21.2,Partly cloudy throughout the day.
khammam,25-11-2020,23.5,88.1,9.3,27,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,26-11-2020,22.2,93.7,115.3,28.4,Cloudy skies throughout the day with a chance of rain throughout the day.
khammam,27-11-2020,23.3,91.9,25.6,29.5,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,28-11-2020,24.7,89.6,4.1,21.6,Partly cloudy throughout the day with rain clearing later.
khammam,29-11-2020,24.2,88.2,0,19.4,Partly cloudy throughout the day.
khammam,30-11-2020,23,84.7,0,14,Partly cloudy throughout the day.
khammam,01-12-2020,22.2,85.2,0,13.3,Partly cloudy throughout the day.
khammam,02-12-2020,22.3,84.9,0,14.8,Partly cloudy throughout the day.
khammam,03-12-2020,23.1,87.2,0,19.1,Partly cloudy throughout the day.
khammam,04-12-2020,23.6,86.7,0,19.8,Partly cloudy throughout the day.
khammam,05-12-2020,23.5,84.6,0,20.9,Clearing in the afternoon.
khammam,06-12-2020,23.2,84.6,0.1,21.6,Partly cloudy throughout the day with afternoon rain.
khammam,07-12-2020,22.7,81.4,0.1,15.5,Partly cloudy throughout the day with early morning rain.
khammam,08-12-2020,22.5,84.6,0,18,Partly cloudy throughout the day.
khammam,09-12-2020,22.1,81.7,0,10.1,Clear conditions throughout the day.
khammam,10-12-2020,22.3,78.7,0,8.3,Partly cloudy throughout the day.
khammam,11-12-2020,22.5,77.7,0,6.5,Clear conditions throughout the day.
khammam,12-12-2020,23.1,78.6,0,6.5,Partly cloudy throughout the day.
khammam,13-12-2020,23.6,76.1,0,7.2,Partly cloudy throughout the day.
khammam,14-12-2020,23,79.6,0,10.1,Partly cloudy throughout the day.
khammam,15-12-2020,22.7,87.4,0,14.4,Partly cloudy throughout the day.
khammam,16-12-2020,23.4,86.2,0,19.1,Partly cloudy throughout the day.
khammam,17-12-2020,23.3,85.2,0,14.4,Partly cloudy throughout the day.
khammam,18-12-2020,23.3,87,0,13.3,Partly cloudy throughout the day.
khammam,19-12-2020,22.7,85.6,0,12.6,Partly cloudy throughout the day.
khammam,20-12-2020,21.6,81.7,0,12.6,Clear conditions throughout the day.
khammam,21-12-2020,19.7,74.7,0,9.4,Partly cloudy throughout the day.
khammam,22-12-2020,19.6,73.2,0,8.6,Clear conditions throughout the day.
khammam,23-12-2020,19.9,75.1,0,8.6,Partly cloudy throughout the day.
khammam,24-12-2020,20.5,79.9,0,11.5,Clear conditions throughout the day.
khammam,25-12-2020,20.7,81.9,0,11.9,Partly cloudy throughout the day.
khammam,26-12-2020,20.9,81.8,0,10.1,Clear conditions throughout the day.
khammam,27-12-2020,20.9,79.6,0,9,Partly cloudy throughout the day.
khammam,28-12-2020,21.2,80,0,7.9,Partly cloudy throughout the day.
khammam,29-12-2020,21.1,82.6,0,11.5,Partly cloudy throughout the day.
khammam,30-12-2020,21.4,83.2,0,17.3,Clear conditions throughout the day.
khammam,31-12-2020,21.9,85.6,0,16.9,Partly cloudy throughout the day.
khammam,01-01-2021,21.7,83.7,0,18.4,Partly cloudy throughout the day.
khammam,02-01-2021,20.8,83.4,0,15.8,Clear conditions throughout the day.
khammam,03-01-2021,21.1,84.1,0,13.3,Partly cloudy throughout the day.
khammam,04-01-2021,21.6,84.4,0,11.9,Partly cloudy throughout the day.
khammam,05-01-2021,23.6,85.9,0,16.2,Partly cloudy throughout the day.
khammam,06-01-2021,23.8,88.4,0,16.2,Partly cloudy throughout the day.
khammam,07-01-2021,24,84.9,0,14,Partly cloudy throughout the day.
khammam,08-01-2021,24,84,0,15.1,Partly cloudy throughout the day.
khammam,09-01-2021,23.1,82.1,0,15.8,Partly cloudy throughout the day.
khammam,10-01-2021,23.8,79.8,0,14.8,Partly cloudy throughout the day.
khammam,11-01-2021,23.9,81.6,0,11.9,Partly cloudy throughout the day.
khammam,12-01-2021,24.1,82.3,0,12.2,Partly cloudy throughout the day.
khammam,13-01-2021,24.6,81.5,0,10.4,Partly cloudy throughout the day.
khammam,14-01-2021,24.4,78.7,0,9.4,Partly cloudy throughout the day.
khammam,15-01-2021,24.3,80.6,0,8.6,Partly cloudy throughout the day.
khammam,16-01-2021,24.3,79.4,0,10.1,Partly cloudy throughout the day.
khammam,17-01-2021,23.9,78.6,0,12.2,Clear conditions throughout the day.
khammam,18-01-2021,23.7,81.8,0,11.2,Clear conditions throughout the day.
khammam,19-01-2021,24.1,75.5,0,7.2,Clear conditions throughout the day.
khammam,20-01-2021,24.1,71.7,0,7.2,Clear conditions throughout the day.
khammam,21-01-2021,24.6,73.3,0,9.4,Partly cloudy throughout the day.
khammam,22-01-2021,24.6,78.6,0,10.4,Partly cloudy throughout the day.
khammam,23-01-2021,24.6,78.4,0,10.4,Clear conditions throughout the day.
khammam,24-01-2021,24.4,74.4,0,9.4,Partly cloudy throughout the day.
khammam,25-01-2021,24.5,73.6,0,11.5,Partly cloudy throughout the day.
khammam,26-01-2021,24.5,74.4,0,10.8,Partly cloudy throughout the day.
khammam,27-01-2021,24.6,76.5,0,12.2,Partly cloudy throughout the day.
khammam,28-01-2021,24.8,76.8,0,13,Partly cloudy throughout the day.
khammam,29-01-2021,25.3,76.6,0,11.9,Partly cloudy throughout the day.
khammam,30-01-2021,25.4,74.6,0,9.4,Partly cloudy throughout the day.
khammam,31-01-2021,25.3,74,0.2,14,Partly cloudy throughout the day with late afternoon rain.
khammam,01-02-2021,24.6,75.5,0,14.4,Partly cloudy throughout the day.
khammam,02-02-2021,24.2,73.8,0,11.2,Clear conditions throughout the day.
khammam,03-02-2021,23.8,66.6,0,10.4,Clear conditions throughout the day.
khammam,04-02-2021,23.8,66.1,0,11.2,Partly cloudy throughout the day.
khammam,05-02-2021,23.6,64.2,0,10.8,Clearing in the afternoon.
khammam,06-02-2021,23.9,64.2,0,10.8,Partly cloudy throughout the day.
khammam,07-02-2021,24.2,62.8,0,12.6,Partly cloudy throughout the day.
khammam,08-02-2021,23.9,70.4,0,11.9,Partly cloudy throughout the day.
khammam,09-02-2021,24.2,68.8,0,11.2,Partly cloudy throughout the day.
khammam,10-02-2021,24.5,65,0,13.3,Partly cloudy throughout the day.
khammam,11-02-2021,24.3,67.2,0,16.2,Partly cloudy throughout the day.
khammam,12-02-2021,24.5,64.7,0,15.5,Partly cloudy throughout the day.
khammam,13-02-2021,24.8,63.6,0,14,Partly cloudy throughout the day.
khammam,14-02-2021,25,60.6,0,14,Partly cloudy throughout the day.
khammam,15-02-2021,25.6,61,0,11.2,Partly cloudy throughout the day.
khammam,16-02-2021,25.9,63.1,0,13.7,Clear conditions throughout the day.
khammam,17-02-2021,25.7,63.5,0,20.9,Clear conditions throughout the day.
khammam,18-02-2021,25.5,66.5,0,19.1,Clear conditions throughout the day.
khammam,19-02-2021,25.2,66.2,1.4,16.9,Partly cloudy throughout the day with rain.
khammam,20-02-2021,24.7,71.4,6,22.7,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,21-02-2021,24.8,74.4,0.5,15.5,Partly cloudy throughout the day with rain clearing later.
khammam,22-02-2021,26.6,67.4,0,10.4,Partly cloudy throughout the day.
khammam,23-02-2021,27.2,63.7,0,10.1,Partly cloudy throughout the day.
khammam,24-02-2021,27,64.1,0,12.6,Partly cloudy throughout the day.
khammam,25-02-2021,27.5,55.3,0,9.7,Clearing in the afternoon.
khammam,26-02-2021,27.8,46,0,9.7,Clear conditions throughout the day.
khammam,27-02-2021,27.9,56.8,0,9,Clear conditions throughout the day.
khammam,28-02-2021,28.3,51.1,0,13.7,Clear conditions throughout the day.
khammam,01-03-2021,28.1,63.5,0,17.6,Clear conditions throughout the day.
khammam,02-03-2021,28.4,61.1,0,16.6,Clear conditions throughout the day.
khammam,03-03-2021,28.4,55.9,0,16.6,Clear conditions throughout the day.
khammam,04-03-2021,27.9,58.4,0,16.9,Partly cloudy throughout the day.
khammam,05-03-2021,27.9,54.1,0,14,Clearing in the afternoon.
khammam,06-03-2021,28,53.4,0,12.6,Clear conditions throughout the day.
khammam,07-03-2021,28.6,59.7,0,17.3,Partly cloudy throughout the day.
khammam,08-03-2021,28.4,62.7,0,18.7,Partly cloudy throughout the day.
khammam,09-03-2021,28.4,62.9,0,19.4,Partly cloudy throughout the day.
khammam,10-03-2021,28.6,61.6,0,19.1,Clear conditions throughout the day.
khammam,11-03-2021,28.7,60.7,0,15.8,Partly cloudy throughout the day.
khammam,12-03-2021,28.2,59.7,0,21.6,Partly cloudy throughout the day.
khammam,13-03-2021,28.2,54.7,0,17.6,Partly cloudy throughout the day.
khammam,14-03-2021,28.9,51.6,0,16.6,Clearing in the afternoon.
khammam,15-03-2021,29.5,52.2,0,17.6,Partly cloudy throughout the day.
khammam,16-03-2021,30.2,55.9,0,20.5,Clear conditions throughout the day.
khammam,17-03-2021,30.3,54.9,0,20.5,Clear conditions throughout the day.
khammam,18-03-2021,29.9,56.1,0,20.5,Partly cloudy throughout the day.
khammam,19-03-2021,30,53.1,0,16.9,Partly cloudy throughout the day.
khammam,20-03-2021,30.6,49.8,0,18,Partly cloudy throughout the day.
khammam,21-03-2021,31,48.5,0,16.2,Clear conditions throughout the day.
khammam,22-03-2021,31.4,50,0,20.5,Partly cloudy throughout the day.
khammam,23-03-2021,30.9,50.3,0,16.6,Clear conditions throughout the day.
khammam,24-03-2021,30.9,47.5,0,16.2,Clear conditions throughout the day.
khammam,25-03-2021,31.7,45.7,0,19.4,Partly cloudy throughout the day.
khammam,26-03-2021,32,47.2,0,20.9,Partly cloudy throughout the day.
khammam,27-03-2021,32.2,49.9,0,19.1,Partly cloudy throughout the day.
khammam,28-03-2021,31.8,54.3,0,21.2,Partly cloudy throughout the day.
khammam,29-03-2021,32,53.2,0,19.8,Partly cloudy throughout the day.
khammam,30-03-2021,32.9,49.2,0,14.8,Partly cloudy throughout the day.
khammam,31-03-2021,33.7,44.3,0,13.7,Clear conditions throughout the day.
khammam,01-04-2021,34,34,0,14.8,Partly cloudy throughout the day.
khammam,02-04-2021,34.4,48.8,0,15.1,Partly cloudy throughout the day.
khammam,03-04-2021,33.5,55.7,0,20.9,Partly cloudy throughout the day.
khammam,04-04-2021,33.1,54.5,0,17.3,Partly cloudy throughout the day.
khammam,05-04-2021,32.2,58.9,0.2,22.3,Clear conditions throughout the day with morning rain.
khammam,06-04-2021,31.7,55.9,0,20.5,Partly cloudy throughout the day.
khammam,07-04-2021,31.7,54.9,0,22.3,Partly cloudy throughout the day.
khammam,08-04-2021,31.6,56.3,0,24.5,Partly cloudy throughout the day.
khammam,09-04-2021,31.1,56.6,0,21.6,Partly cloudy throughout the day.
khammam,10-04-2021,30.9,60.1,0,23.8,Partly cloudy throughout the day.
khammam,11-04-2021,31.2,57.8,0,22.3,Partly cloudy throughout the day.
khammam,12-04-2021,32,56.3,0,23,Partly cloudy throughout the day.
khammam,13-04-2021,32.5,54.9,0,20.2,Partly cloudy throughout the day.
khammam,14-04-2021,32.3,53.4,4.7,18.7,Partly cloudy throughout the day with a chance of rain throughout the day.
khammam,15-04-2021,30.4,62.6,6.9,14.8,Partly cloudy throughout the day with rain clearing later.
khammam,16-04-2021,31.3,57,0,21.6,Partly cloudy throughout the day.
khammam,17-04-2021,32.2,55.7,0,16.2,Partly cloudy throughout the day.
khammam,18-04-2021,32.6,56,0,19.8,Partly cloudy throughout the day.
khammam,19-04-2021,33.3,53.2,0,22,Becoming cloudy in the afternoon.
khammam,20-04-2021,33.4,51.3,0,22.3,Partly cloudy throughout the day.
khammam,21-04-2021,32.5,58.6,0.4,21.6,Partly cloudy throughout the day with morning rain.
khammam,22-04-2021,31.8,57.9,0.9,16.6,Partly cloudy throughout the day with rain clearing later.
khammam,23-04-2021,32.6,55.3,1,13,Partly cloudy throughout the day with rain.
khammam,24-04-2021,31.6,62.4,12.8,14,Partly cloudy throughout the day with rain clearing later.
khammam,25-04-2021,31.9,62.6,0.7,17.3,Partly cloudy throughout the day with rain clearing later.
khammam,26-04-2021,31.7,61.2,0,19.8,Partly cloudy throughout the day.
khammam,27-04-2021,32.2,59.1,0,19.1,Partly cloudy throughout the day.
khammam,28-04-2021,32.6,57.6,0.8,15.8,Partly cloudy throughout the day with rain clearing later.
khammam,29-04-2021,32.9,56.3,0,21.6,Clear conditions throughout the day.
khammam,30-04-2021,32.2,56.6,0,21.6,Clear conditions throughout the day.
khammam,01-05-2021,32,59,0,23,Clear conditions throughout the day.
khammam,02-05-2021,32.2,59.1,0,22.3,Clear conditions throughout the day.
khammam,03-05-2021,32.2,57.9,0,21.6,Clear conditions throughout the day.
khammam,04-05-2021,32.4,57.5,0.2,26.3,Partly cloudy throughout the day with afternoon rain.
khammam,05-05-2021,33.1,55,0.1,24.5,Partly cloudy throughout the day with early morning rain.
khammam,06-05-2021,32.5,58.9,1.2,22.7,Becoming cloudy in the afternoon with rain in the morning and afternoon.
